Title,Release Date,Team,Rating,Times Listed,Number of Reviews,Genres,Summary
Chrono Trigger,"Mar 11, 1995",['Square'],4.5,1900.0,1900.0,"['Adventure', 'RPG']","In this turn-based Japanese RPG, young Crono must travel through time through a misfunctioning teleporter to rescue his misfortunate companion and take part in an intricate web of past and present perils. The adventure that ensues soon unveils an evil force set to destroy the world, triggering Crono's race against time to change the course of history and bring about a brighter future."
Metal Gear Solid 2: Sons of Liberty,"Nov 13, 2001","['Konami Computer Entertainment Japan', 'Konami']",4.4,1800.0,1800.0,['Adventure'],"Metal Gear Solid 2: Sons of Liberty is the sequel to the espionage action game Metal Gear Solid. Much of the gameplay remains the same, as the game's protagonist has to sneak past guards, outsmart them using various gadgets and defeat the tricky boss enemies. The game expanded its predecessor's cover mechanic, with Solid Snake or Raiden able to take cover behind walls or objects and pop out to shoot at enemies, while the improved enemy AI allowed enemies to also take cover from the player. Metal Gear Solid 2 is considered to be one of the greatest video games of all time, as well as a leading example of artistic expression in video games."
Super Mario World,"Nov 21, 1990","['Nintendo', 'Nintendo EAD']",4.2,2100.0,2100.0,"['Adventure', 'Platform']","A 2D platformer and first entry on the SNES in the Super Mario franchise, Super Mario World follows Mario as he attempts to defeat Bowser's underlings and rescue Princess Peach from his clutches. The game features a save system, a less linear world map, an expanded movement arsenal and numerous new items for Mario, alongside new approaches to level design and art direction."
Death Stranding,"Nov 08, 2019","['Sony Interactive Entertainment', 'Kojima Productions']",3.9,1600.0,1600.0,"['Adventure', 'RPG', 'Shooter']","From legendary game creator Hideo Kojima comes an all-new, genre-defying open world action adventure, starring Norman Reedus, Mads Mikkelsen, Léa Seydoux and Lindsay Wagner.
             

              In the near future, mysterious explosions have rocked the globe, setting off a series of supernatural events known as the Death Stranding. With otherworldly creatures plaguing the landscape, and mass extinction imminent, it’s up to Sam Porter Bridges to travel across the ravaged wasteland and save humanity from impending annihilation."
Marvel's Spider-Man: Miles Morales,"Nov 12, 2020","['Insomniac Games', 'Sony Interactive Entertainment']",3.9,1600.0,1600.0,"['Adventure', 'Brawler']",The latest adventure in the Spider-Man universe will build on and expand ‘Marvel’s Spider-Man’ through an all-new story. Players will experience the rise of Miles Morales as he masters new powers to become his own Spider-Man.
Dark Souls: Remastered,"May 23, 2018","['Bandai Namco Entertainment', 'QLOC']",4.3,1400.0,1400.0,"['Adventure', 'RPG']",Dark Souls Remastered is a remastered version of the original game Dark Souls. The updated version of the game features graphical enhancements as well as an expanded online mode.
EarthBound,"Aug 27, 1994","['Nintendo', 'Creatures Inc.']",4.2,1900.0,1900.0,"['Adventure', 'RPG', 'Turn Based Strategy']","A turn-based JRPG and sequel to then-Japan-only Earthbound Beginnings (1989) in which Ness, a young boy living in a land based on the USA, leaves home to go on an adventure through strange locations, get to know quirky characters and defeat an unknowable alien threat called Giygas while facing up to the realities of growing up and becoming familiar with the real world."
Castlevania: Symphony of the Night,"Mar 20, 1997","['Konami', 'Konami Computer Entertainment Tokyo']",4.4,1900.0,1900.0,"['Adventure', 'Platform', 'RPG']","A seminal 2D metroidvania in which after the events of Castlevania: Rondo of Blood (1993), a man named Alucard arrives at Dracula's castle after it rises from the rubble, and seeks to defeat the evil contained within it once and for all by exploring, fighting its inhabitants and collecting the various weapons and abilities hidden in its depths."
Super Metroid,"Mar 19, 1994","['Nintendo R&D1', 'Nintendo']",4.3,2200.0,2200.0,"['Adventure', 'Platform', 'Shooter']","The Space Pirates, merciless agents of the evil Mother Brain, have stolen the last Metroid from a research station, and once again Mother Brain threatens the safety of the galaxy! Samus Aran must don her awesome array of high-tech weaponry to retrieve the deadly Metroid hidden deep within the cave-riddled planet Zebes. Super Metroid features excellent graphics, with a huge variety of enemies and worlds to explore. The side-view action will be familiar to many players, only now there are new weapons and items, including the Grappling Beam, which allows Samus to swing across large chasms, and the X-Ray Scope, which reveals secret passages."
Super Mario Bros.,"Sep 13, 1985","['Nintendo', 'Nintendo R&D4']",3.5,1500.0,1500.0,"['Adventure', 'Platform']","A side scrolling 2D platformer and first entry in the Super Mario franchise, Super Mario Bros. follows Italian plumber Mario as he treks across many levels of platforming challenges featuring hostile enemies to rescue Princess Peach from the evil king Bowser."
The Legend of Zelda: Majora's Mask,"Apr 27, 2000","['Nintendo', 'Nintendo EAD']",4.4,2200.0,2200.0,['Adventure'],"The Legend of Zelda: Majora's Mask is a direct sequel to Ocarina of Time, it utilizes the same engine and visual style as its predecessor. The game retains the traditional elements of Zelda games as well as those introduced in Ocarina of Time, such as active blocking with a shield, various throwing items, and the usage of melodies played on the ocarina to solve puzzles. Compared to the previous Zelda games, this installment is more oriented towards interaction with NPCs and has a larger variety of items, optional quests, and mini-games. It also includes a time system that spans three days, and this cycle must be reset periodically to progress through the game."
Star Wars Jedi: Fallen Order,"Nov 15, 2019","['Respawn Entertainment', 'Electronic Arts']",3.7,1400.0,1400.0,['Adventure'],"Star Wars Jedi: Fallen Order is a narratively driven, single-player game puts you in the role of a Jedi Padawan who narrowly escaped the purge of Order 66 following the events of Episode III: Revenge of the Sith. On a quest to rebuild the Jedi Order, you must pick up the pieces of your shattered past to complete your training, develop new powerful Force abilities and master the art of the iconic lightsaber - all while staying one step ahead of the Empire and its deadly Inquisitors."
The Last of Us,"Jun 14, 2013","['Naughty Dog', 'Sony Computer Entertainment']",4.2,2000.0,2000.0,"['Adventure', 'Shooter']","A third person shooter/stealth/survival hybrid, in which twenty years after the outbreak of a parasitic fungus which takes over the neural functions of humans, Joel, a Texan with a tragic familial past, finds himself responsible with smuggling a fourteen year old girl named Ellie to a militia group called the Fireflies, while avoiding strict and deadly authorities, infected fungal hosts and other violent survivors."
Terraria,"May 16, 2011","['Re-Logic', 'Headup Games']",4.0,1300.0,1300.0,"['Adventure', 'Indie', 'Platform', 'RPG', 'Strategy']","Dig, Fight, Explore, Build: The very world is at your fingertips as you fight for survival, fortune, and glory. Will you delve deep into cavernous expanses in search of treasure and raw materials with which to craft ever-evolving gear, machinery, and aesthetics? Perhaps you will choose instead to seek out ever-greater foes to test your mettle in combat? Maybe you will decide to construct your own city to house the host of mysterious allies you may encounter along your travels? In the World of Terraria, the choice is yours!"
Resident Evil 7: Biohazard,"Jan 24, 2017",['Capcom'],3.9,1800.0,1800.0,"['Adventure', 'Shooter']","Resident Evil 7: Biohazard is the first game of the Resident Evil series to switch from 3rd-person to fully 1st-person perspective. A complete refresh of gameplay systems simultaneously propels the survival horror experience to another level. It is as much horror as it is survival, boosting up scare elements and minimizing downright shooting action. The game allows use of Sony's PSVR Headset to play in VR mode."
Metal Gear Solid V: The Phantom Pain,"Sep 01, 2015","['Konami', 'Kojima Productions']",3.8,1500.0,1500.0,"['Adventure', 'Shooter', 'Tactical']","Metal Gear Solid V: The Phantom Pain is the final game in the Metal Gear series. It is the sequel to Metal Gear Solid V: Ground Zeroes released the year before and a prequel to the original Metal Gear. The game has a complex story with long cut-scene sequences, but there are fewer and they are shorter compared to earlier Metal Gear Solid titles. Most of the gameplay mechanics introduced in Ground Zeroes are carried over: it is still an action game and stealth oriented but replaces the linear corridor design from most earlier titles with large open world environments that offer the player unrestricted freedom for the approach. The world has now a real-time day and night cycle and various weather effects that influence enemy behaviour, visibility and sound. Sabotaging or destroying certain structures can also influence other parts of the map."
Overwatch,"May 24, 2016","['Blizzard Entertainment', 'Square Enix']",3.2,957.0,957.0,"['Shooter', 'Strategy']","Join the fight for the future in the world of Overwatch and choose your hero from a diverse cast of soldiers, scientists, adventurers, and oddities. Bend time, defy physics, and unleash a dizzying array of extraordinary powers and weapons. Engage your enemies in iconic locations from around the globe in the ultimate team-based shooter."
